time,theta_apparent,lo,hi,n,sides,rest,theta,theta_ema
1.5,0.0,0.0,0.0,0,0,1,0.0,0.35891397727588
4.5,0.0,0.0,0.0,0,0,1,0.0,0.5383709659138199
7.5,0.0,0.0,0.0,0,0,1,0.0,0.8075564488707297
10.5,0.0,0.0,0.0,0,0,1,0.0,1.2113346733060946
13.5,0.0,0.0,0.0,0,0,1,0.0,1.8170020099591417
16.5,0.0,0.0,0.0,0,0,1,0.0,2.7255030149387123
19.5,0.0,0.0,0.0,0,0,1,0.0,4.088254522408068
22.5,0.0,0.0,0.0,0,0,1,0.0,6.132381783612101
25.5,0.0,0.0,0.0,0,0,1,0.0,9.19857267541815
28.5,43.40006888992735,16.84543813652859,34.62442701297182,10,2,0,34.62664558564006,13.797859013127223
31.5,41.55498421248219,11.979436858609017,33.30442107764069,15,2,0,33.27000343329128,14.925680922084155
34.5,0.0,0.0,0.0,0,0,1,0.0,12.9961157458399
37.5,3.9428742555363554,2.9678297709584265,3.30974777126319,6,1,0,3.259967786601216,13.232569860568962
40.5,3.2300929024398237,2.670859884255601,2.670859884255601,1,1,0,2.670859884255601,15.131124320959312
43.5,6.353733021142894,2.74810911933315,5.341863543735987,8,1,0,5.251163163023277,19.10638952080028
46.5,33.7255515639168,26.43265699903281,27.20388128741953,4,2,0,27.333347704559717,25.39085911360408
49.5,57.81366654088079,2.6184746070590723,43.690263732882606,8,2,0,44.4199645513472,31.351580607915274
52.5,59.341319372106895,3.022531538405493,45.20361581373561,8,2,0,45.349559630481394,35.134238111654476
55.5,61.01404725694492,3.9995302353940376,28.32289676558932,35,2,0,46.337101092405,37.21434202892252
58.5,55.38004404292934,5.655092843094667,6.863209242260139,43,2,0,42.888625794869725,37.77398610227682
61.5,54.81557728378042,6.926346067320902,9.320555545189723,45,2,0,42.52513949927085,37.48119022686564
64.5,57.74952451472424,7.24998659800357,20.253937030280383,47,2,0,44.38038097616107,36.347736139386924
67.5,32.02326075867097,11.98307608347244,15.361653834633117,53,2,0,26.0102104927833,33.87550791244585
70.5,34.165829932943474,12.571897127715246,17.55756170934518,55,2,0,27.673891318912585,32.71416258878185
73.5,45.16128182045258,16.248714167414885,22.71680899084824,75,2,0,35.90376683755414,32.39286247676274
76.5,29.306997521609063,18.40624670575705,24.39149652877065,62,1,0,23.87925224147333,31.486411637945054
79.5,33.80806359675383,23.79825027498889,27.596277693656408,63,2,0,27.397222335747795,31.847820698539326
82.5,37.82630545125635,25.717412490943573,31.31177598946044,53,1,0,30.47604078881634,32.950996152932184
85.5,42.6386079256074,28.70300954544429,34.538655846370695,41,1,0,34.06899583081584,34.466664168011015
88.5,45.91724927015877,33.15489052873138,36.52958327984923,27,1,0,36.44624014730975,36.04861023928904
91.5,51.602601672581386,34.81839013136024,41.06636681247324,33,2,0,40.40172464533417,37.564284659230275
94.5,52.6393287027666,36.750597973715465,41.24584308451533,51,2,0,41.0966057814488,38.607052414820856
97.5,48.474243951041565,33.62924147554094,38.811984699599385,40,2,0,38.25370781533101,39.23489460930678
100.5,51.40362422223603,34.64169502638309,40.35359969911541,50,2,0,40.267349500579975,40.02626793612199
103.5,49.71729337545918,19.830068383121933,39.193224883402735,31,2,0,39.11603735114008,40.7774610021942
106.5,56.70894986650481,21.700292659570746,43.92363326030243,11,2,0,43.73222690924722,41.80555801010876
109.5,54.84603094425984,32.42091130662338,43.19529913221346,22,1,0,42.54482641790172,42.51254353483358
112.5,61.649037870981154,28.84954630050665,43.78459093230445,25,2,0,46.70322662590265,43.21414857904705
115.5,56.17613388945829,38.39566613684215,44.35209115448712,15,1,0,43.39607799564109,43.334240615451236
118.5,61.23095458253459,37.005099069873616,46.51412192738848,11,2,0,46.46272274851838,43.44402642182378
121.5,51.11794384281065,31.64761774961373,39.21729470002443,21,2,0,40.07386648875115,43.05069617374723
124.5,55.59635107579787,31.440963011823825,43.49766574130967,15,2,0,43.02711390351936,43.15350420650335
127.5,55.03325567371056,4.676175657296546,42.13959780007216,10,2,0,42.6656682733779,43.2773772897568
130.5,64.61221946689844,30.969319542966453,38.9373712772794,18,2,0,48.34321346656733,43.50320187574007
133.5,49.89245395293479,13.844051174721711,39.38448384260511,26,2,0,39.236638763791966,42.92235786325212
136.5,59.36816107680264,23.660700358349843,46.545085403375566,6,2,0,45.3656621662437,42.955800367340856
139.5,57.29551468026077,13.208952048345772,44.22739369294707,12,2,0,44.09896449758007,42.587599238279125
142.5,45.80858847043324,27.67319971052698,36.51559730977199,28,2,0,36.36848503054921,41.967503899333906
145.5,59.783478863794855,20.89713470200568,45.90313457651912,14,2,0,45.61376939297423,42.28057837185279
148.5,62.79975774675509,37.941242014128775,43.622854532430985,16,2,0,47.35383157423751,42.0381210075181
151.5,43.79189726979936,15.890017103645077,34.9595978186631,13,2,0,34.912333768450225,40.90971188206351
154.5,50.8331915741191,4.091196670224035,39.62201532447504,11,2,0,39.88036835930181,40.78086577554447
157.5,60.82997806749944,27.84172648872185,46.36708178244129,17,2,0,46.23004992186165,40.802102571732526
160.5,63.89529235387686,27.487264198674563,46.2684493345069,21,2,0,47.95718904993258,39.9186814762324
163.5,54.28052753759754,26.638975957040355,41.89582945615441,57,2,0,42.17785499178844,37.69550911844891
166.5,40.84805605192251,6.537318479876876,33.02434379071737,35,2,0,32.745465511669074,34.72527911510883
169.5,39.16622867143505,18.911643397456476,31.735268791393825,26,2,0,31.487627459773645,32.08501804567537
172.5,33.85628453412743,8.42990925551777,27.577026963703428,49,2,0,27.43453994468033,29.5443220738922
175.5,35.43441611470017,15.270299780580835,25.389342315354614,56,2,0,28.651058340522408,27.35525645697767
178.5,23.888816992178484,6.631951802005491,19.83015147033256,61,2,0,19.56688890237385,24.950223859472352
181.5,23.571968560630697,4.98813083285809,19.821234458606632,50,2,0,19.312506911397374,23.442413754816783
184.5,21.576971639956817,5.913502628631402,18.18185057250188,24,2,0,17.705967672883748,22.622921457397776
